,loan_amnt,int_rate,annual_inc
872,13200.0,16.77,80952.0
873,22750.0,8.9,65000.0
874,12000.0,8.9,70000.0
875,30000.0,10.65,175000.0
876,1200.0,12.69,34000.0
877,4800.0,8.9,35000.0
878,18000.0,20.89,60000.0
879,7200.0,8.9,35000.0
880,15000.0,9.91,35000.0
881,10500.0,15.27,60000.0
882,15000.0,17.27,75000.0
883,5000.0,7.9,66000.0
884,12800.0,13.49,77000.0
885,4000.0,8.9,62000.0
886,14000.0,12.42,73000.0
887,27000.0,11.71,130000.0
888,15000.0,12.42,61000.0
889,35000.0,20.89,90000.0
890,2400.0,14.27,25000.0
891,5900.0,12.42,14400.0
892,5000.0,11.71,70000.0
893,22000.0,19.42,82500.0
894,13250.0,17.58,35000.0
895,12600.0,14.27,43200.0
896,20000.0,11.71,125000.0
897,18000.0,7.9,80000.0
898,19200.0,16.77,87500.0
899,7000.0,11.71,22000.0
900,25000.0,15.96,80000.0
901,10000.0,6.03,70000.0
902,2250.0,15.27,17352.0
903,23000.0,9.91,63208.0
904,6750.0,17.27,48000.0
905,10000.0,10.65,45500.0
906,16000.0,11.71,48000.0
907,5600.0,8.9,19200.0
908,12000.0,19.42,68000.0
909,4800.0,6.03,35000.0
910,25000.0,14.65,63000.0
911,10000.0,11.71,29406.0
912,2200.0,9.91,26004.0
913,24000.0,12.69,120000.0
914,16000.0,7.9,110000.0
915,10000.0,9.91,34000.0
916,10625.0,14.27,26500.0
917,9600.0,14.65,40000.0
918,7200.0,20.89,88800.0
919,12000.0,8.9,100000.0
920,5000.0,12.42,45000.0
921,30000.0,21.67,85000.0
922,12000.0,16.29,36000.0
923,18000.0,17.27,80000.0
924,10000.0,9.91,50000.0
925,10000.0,9.91,75000.0
926,26000.0,7.51,105000.0
927,17475.0,9.91,45408.0
928,10400.0,22.35,72000.0
929,10000.0,10.65,67500.0
930,17250.0,19.42,60000.0
931,10000.0,6.62,65000.0
932,12000.0,13.49,55000.0
933,6000.0,7.9,34848.0
934,19075.0,18.25,48000.0
935,20000.0,11.71,55000.0
936,24000.0,7.9,65000.0
937,17200.0,17.27,55000.0
938,15000.0,8.9,75000.0
939,10625.0,11.71,30000.0
940,8400.0,14.65,30000.0
941,28000.0,14.65,160000.0
942,16000.0,15.96,60000.0
943,18000.0,16.77,59000.0
944,15000.0,14.27,35000.0
945,20675.0,13.49,81800.0
946,13225.0,12.69,65000.0
947,11775.0,13.49,44400.0
948,16400.0,17.27,61500.0
949,10075.0,12.42,46000.0
950,10000.0,14.27,62000.0
951,14000.0,12.42,88000.0
952,13000.0,9.91,50000.0
953,15000.0,11.71,75000.0
954,5000.0,16.77,90000.0
955,9350.0,7.51,100000.0
956,30000.0,20.3,110000.0
957,18225.0,12.42,40000.0
958,18000.0,15.27,50000.0
959,3600.0,6.62,88824.0
960,29000.0,10.65,180000.0
961,5000.0,16.29,40000.0
962,6400.0,16.29,50000.0
963,12000.0,16.77,40000.0
964,35000.0,8.9,114054.0
965,18000.0,9.91,70000.0
966,8075.0,22.35,35000.0
967,15625.0,8.9,45000.0
968,24000.0,13.49,77000.0
969,5000.0,14.27,61400.0
970,14000.0,20.89,76800.0
971,6000.0,16.77,80000.0
972,7200.0,9.91,90000.0
973,5000.0,14.27,32000.0
974,6600.0,10.65,42000.0
975,7000.0,6.62,24000.0
976,20000.0,15.27,130000.0
977,8000.0,12.42,35000.0
978,12000.0,9.91,70000.0
979,20000.0,11.71,67000.0
980,10000.0,8.9,31000.0
981,16000.0,12.69,50000.0
982,10000.0,11.71,145000.0
983,18000.0,16.29,66000.0
984,4000.0,12.42,100000.0
985,15000.0,12.42,60000.0
986,10000.0,18.64,40000.0
987,29500.0,14.27,45000.0
988,20125.0,19.42,103000.0
989,30000.0,21.28,137000.0
990,24000.0,16.77,103000.0
991,14000.0,15.96,75000.0
992,5375.0,10.65,42000.0
993,8300.0,8.9,50000.0
994,7000.0,8.9,50000.0
995,2425.0,15.27,80004.0
996,6950.0,9.91,43000.0
997,12375.0,9.91,32000.0
998,35000.0,20.3,85000.0
999,14000.0,17.27,60500.0
